geo_key,locator_type,n_listings,sites,building_name,locality,address,geocode_query_hint,geocode_from_site,geocode_from_listing_id,done
B|godrej royale woods|devanahalli,building,8,99acres,Godrej Royale Woods,Devanahalli,,"Godrej Royale Woods, Devanahalli, Bengaluru",99acres,A90795844,
A|christ opp dada apartment venkateshwara layout s g palya south,address,1,housing,,"Venkateshwara Layout, S.G. Palya","Christ opp Dada apartment, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru","Christ opp Dada apartment, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20186398,
A|urban solace pragathi layout doddanekundi,address,1,housing,,"Pragathi Layout, Doddanekundi","Urban solace, Pragathi Layout, Doddanekundi, Bangalore East, Bengaluru","Urban solace, Pragathi Layout, Doddanekundi, Bangalore East, Bengaluru",housing,20190466,
A|luke properties stage 3 indira nagar old madras road,address,1,housing,,"Stage 3, Indira Nagar","Luke properties, Stage 3, Indira Nagar, Old Madras Road, Bengaluru","Luke properties, Stage 3, Indira Nagar, Old Madras Road, Bengaluru",housing,20190677,
A|parappana agrahara south,address,1,housing,,"Parappana Agrahara, Bengaluru","Parappana Agrahara, South Bangalore, Bengaluru","Parappana Agrahara, South Bangalore, Bengaluru",housing,20197962,
A|vensa residency aishwarya crystal layout singasandra south,address,1,housing,,"Aishwarya Crystal Layout, Singasandra","Vensa Residency, Aishwarya Crystal Layout, Singasandra, South Bangalore, Bengaluru","Vensa Residency, Aishwarya Crystal Layout, Singasandra, South Bangalore, Bengaluru",housing,20201315,
A|lakedew residency phase 2 harlur sarjapur road,address,1,housing,,"Lakedew Residency- Phase 2, Harlur","Lakedew Residency- Phase 2, Harlur, Sarjapur Road, Bengaluru","Lakedew Residency- Phase 2, Harlur, Sarjapur Road, Bengaluru",housing,20209266,
A|p building stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","P building, Stage 1, BTM Layout, South Bangalore, Bengaluru","P building, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20211885,
A|r nu bharathi layout s g palya south,address,1,housing,,"Bharathi Layout, S.G. Palya","R nu, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru","R nu, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20218645,
A|balaji real estate ashwini layout ejipura south,address,1,housing,,"Ashwini Layout, Ejipura","Balaji Real estate, Ashwini Layout, Ejipura, South Bangalore, Bengaluru","Balaji Real estate, Ashwini Layout, Ejipura, South Bangalore, Bengaluru",housing,20229798,
A|g building venkateshwara layout s g palya south,address,1,housing,,"Venkateshwara Layout, S.G. Palya","G building, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru","G building, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20234743,
A|g building brindavan nagar s g palya south,address,1,housing,,"Brindavan Nagar, S.G. Palya","G building, Brindavan Nagar, S.G. Palya, South Bangalore, Bengaluru","G building, Brindavan Nagar, S.G. Palya, South Bangalore, Bengaluru",housing,20234778,
A|b 10 sg venkateshwara layout s g palya south,address,1,housing,,"Venkateshwara Layout, S.G. Palya","B 10 sg, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru","B 10 sg, Venkateshwara Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20238791,
A|m residency muthurayya swamy layout hulimavu south,address,1,housing,,"Muthurayya Swamy Layout, Hulimavu","M Residency, Muthurayya Swamy Layout, Hulimavu, South Bangalore, Bengaluru","M Residency, Muthurayya Swamy Layout, Hulimavu, South Bangalore, Bengaluru",housing,20239196,
A|cpr residency sarjapur,address,1,housing,,"Sarjapur, Bengaluru","CPR RESIDENCY, Sarjapur, Bengaluru","CPR RESIDENCY, Sarjapur, Bengaluru",housing,20242315,
A|hk residency phase i electronic city south,address,1,housing,,"Phase I, Electronic City","HK RESIDENCY, Phase I, Electronic City, South Bangalore, Bengaluru","HK RESIDENCY, Phase I, Electronic City, South Bangalore, Bengaluru",housing,20242387,
A|thyagaraja nagar basavanagudi south,address,1,housing,,"Thyagaraja Nagar, Basavanagudi","Thyagaraja Nagar, Basavanagudi, South Bangalore, Bengaluru","Thyagaraja Nagar, Basavanagudi, South Bangalore, Bengaluru",housing,20245580,
A|cozy homes 30 phase i electronic city south,address,1,housing,,"Phase I, Electronic City","Cozy Homes 30, Phase I, Electronic City, South Bangalore, Bengaluru","Cozy Homes 30, Phase I, Electronic City, South Bangalore, Bengaluru",housing,20250157,
A|garebhavipalya gb palya south,address,1,housing,,"Garebhavipalya, GB Palya","Garebhavipalya, GB Palya, South Bangalore, Bengaluru","Garebhavipalya, GB Palya, South Bangalore, Bengaluru",housing,20252362,
A|sukeerthi nest pattandur agrahara whitefield,address,1,housing,,"Pattandur Agrahara, Whitefield","Sukeerthi Nest, Pattandur Agrahara, Whitefield, Bangalore East, Bengaluru","Sukeerthi Nest, Pattandur Agrahara, Whitefield, Bangalore East, Bengaluru",housing,20259982,
A|kanaka nagar nri layout,address,1,housing,,"Kanaka Nagar, NRI Layout","Kanaka Nagar, NRI Layout, Bengaluru","Kanaka Nagar, NRI Layout, Bengaluru",housing,20272745,
A|colive boston sanjay nagar marathahalli,address,1,housing,,"Sanjay Nagar, Marathahalli","Colive Boston, Sanjay Nagar, Marathahalli, Bangalore East, Bengaluru","Colive Boston, Sanjay Nagar, Marathahalli, Bangalore East, Bengaluru",housing,20286674,
A|seven hills 1rk flats sanjay nagar marathahalli,address,1,housing,,"Sanjay Nagar, Marathahalli","Seven Hills 1rk flats, Sanjay Nagar, Marathahalli, Bangalore East, Bengaluru","Seven Hills 1rk flats, Sanjay Nagar, Marathahalli, Bangalore East, Bengaluru",housing,20288306,
A|urban solace doddanekundi,address,1,housing,,"Doddanekundi, Bengaluru","Urban Solace, Doddanekundi, Bangalore East, Bengaluru","Urban Solace, Doddanekundi, Bangalore East, Bengaluru",housing,20300409,
A|rachenahalli jakkur north,address,1,housing,,"Rachenahalli, Jakkur","Rachenahalli, Jakkur, North Bangalore, Bengaluru","Rachenahalli, Jakkur, North Bangalore, Bengaluru",housing,20313180,
A|kammanahalli,address,1,housing,,"Kammanahalli, Bengaluru","Kammanahalli, Bengaluru","Kammanahalli, Bengaluru",housing,20318618,
A|g building bharathi layout s g palya south,address,1,housing,,"Bharathi Layout, S.G. Palya","G building, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru","G building, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20323839,
A|sg playa building bharathi layout s g palya south,address,1,housing,,"Bharathi Layout, S.G. Palya","Sg playa building, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru","Sg playa building, Bharathi Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20323934,
A|rise ramagondanahalli whitefield,address,1,housing,,"Ramagondanahalli, Whitefield","Rise, Ramagondanahalli, Whitefield, Bangalore East, Bengaluru","Rise, Ramagondanahalli, Whitefield, Bangalore East, Bengaluru",housing,20329469,
A|standalone apartment panathur,address,1,housing,,"Panathur, Bengaluru","Standalone apartment, Panathur, Bangalore East, Bengaluru","Standalone apartment, Panathur, Bangalore East, Bengaluru",housing,20353087,
A|neeru enclave sanjay nagar whitefield,address,1,housing,,"Sanjay Nagar, Whitefield","neeru enclave, Sanjay Nagar, Whitefield, Bangalore East, Bengaluru","neeru enclave, Sanjay Nagar, Whitefield, Bangalore East, Bengaluru",housing,20359320,
A|sowparnika indradhanush yelachanayakanapura,address,1,housing,,"Yelachanayakanapura, Bengaluru","Sowparnika Indradhanush, Yelachanayakanapura, Bengaluru","Sowparnika Indradhanush, Yelachanayakanapura, Bengaluru",housing,20359509,
A|indiranagar eshwar layout 1 rk penthouse eshwara layout indira nagar old madras road,address,1,housing,,"Eshwara Layout, Indira Nagar","Indiranagar Eshwar layout 1 RK Penthouse, Eshwara Layout, Indira Nagar, Old Madras Road, Bengaluru","Indiranagar Eshwar layout 1 RK Penthouse, Eshwara Layout, Indira Nagar, Old Madras Road, Bengaluru",housing,20363543,
A|anil residency venkateshwara layout mahadevapura,address,1,housing,,"Venkateshwara Layout, Mahadevapura","Anil Residency, Venkateshwara Layout, Mahadevapura, Bangalore East, Bengaluru","Anil Residency, Venkateshwara Layout, Mahadevapura, Bangalore East, Bengaluru",housing,20371578,
A|1 bhk flat for rent in btm layout 1 stage near udapi garden stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","1 bhk flat for rent in Btm layout 1 stage near udapi garden, Stage 1, BTM Layout, South Bangalore, Bengaluru","1 bhk flat for rent in Btm layout 1 stage near udapi garden, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20373408,
A|nyanappana halli hulimavu south,address,1,housing,,"Nyanappana Halli, Hulimavu","Nyanappana Halli, Hulimavu, South Bangalore, Bengaluru","Nyanappana Halli, Hulimavu, South Bangalore, Bengaluru",housing,20386536,
A|bharat residency adarsh palm retreat bellandur,address,1,housing,,"Adarsh Palm Retreat, Bellandur","Bharat Residency, Adarsh Palm Retreat, Bellandur, Bangalore East, Bengaluru","Bharat Residency, Adarsh Palm Retreat, Bellandur, Bangalore East, Bengaluru",housing,20387967,
A|narayana nest 1 rk punappa layout hennur north,address,1,housing,,"Punappa Layout, Hennur","Narayana nest 1 RK, Punappa Layout, Hennur, North Bangalore, Bengaluru","Narayana nest 1 RK, Punappa Layout, Hennur, North Bangalore, Bengaluru",housing,20388997,
A|ms recidency rachenahalli thanisandra north,address,1,housing,,"Rachenahalli, Thanisandra","Ms recidency, Rachenahalli, Thanisandra, North Bangalore, Bengaluru","Ms recidency, Rachenahalli, Thanisandra, North Bangalore, Bengaluru",housing,20390199,
A|vasantha suits stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Vasantha Suits, Stage 1, BTM Layout, South Bangalore, Bengaluru","Vasantha Suits, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20399571,
A|trc paradise kundalahalli brookefield,address,1,housing,,"Kundalahalli, Brookefield","TRC Paradise, Kundalahalli, Brookefield, Bangalore East, Bengaluru","TRC Paradise, Kundalahalli, Brookefield, Bangalore East, Bengaluru",housing,20399681,
A|j s antony home amrutahalli north,address,1,housing,,"Amrutahalli, Bengaluru","J S ANTONY home, Amrutahalli, North Bangalore, Bengaluru","J S ANTONY home, Amrutahalli, North Bangalore, Bengaluru",housing,20409456,
A|siddanna layout bikasipura south,address,1,housing,,"Siddanna Layout, Bikasipura","Siddanna Layout, Bikasipura, South Bangalore, Bengaluru","Siddanna Layout, Bikasipura, South Bangalore, Bengaluru",housing,20417754,
A|akshaya vana akshayanagar south,address,1,housing,,"Akshaya Vana, Akshayanagar","Akshaya Vana, Akshayanagar, South Bangalore, Bengaluru","Akshaya Vana, Akshayanagar, South Bangalore, Bengaluru",housing,20422355,
A|bullet paradise kasavanahalli,address,1,housing,,"Kasavanahalli, Bengaluru","Bullet paradise, Kasavanahalli, Bangalore East, Bengaluru","Bullet paradise, Kasavanahalli, Bangalore East, Bengaluru",housing,20425541,
A|kiran store 3rd stage old byappanahalli south,address,1,housing,,"3rd Stage, Old Byappanahalli","Kiran store, 3rd Stage, Old Byappanahalli, South Bangalore, Bengaluru","Kiran store, 3rd Stage, Old Byappanahalli, South Bangalore, Bengaluru",housing,20425820,
A|s building krishna murthi layout s g palya south,address,1,housing,,"Krishna Murthi Layout, S.G. Palya","S building, Krishna Murthi Layout, S.G. Palya, South Bangalore, Bengaluru","S building, Krishna Murthi Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20426983,
A|gmb properties stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Gmb Properties, Stage 1, BTM Layout, South Bangalore, Bengaluru","Gmb Properties, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20430584,
A|regency sundar ram shetty nagar arakere south,address,1,housing,,"Sundar Ram Shetty Nagar, Arakere","Regency, Sundar Ram Shetty Nagar, Arakere, South Bangalore, Bengaluru","Regency, Sundar Ram Shetty Nagar, Arakere, South Bangalore, Bengaluru",housing,20433946,
A|doddanekundi,address,1,housing,,"Doddanekundi, Bengaluru","Doddanekundi, Bangalore East, Bengaluru","Doddanekundi, Bangalore East, Bengaluru",housing,20438095,
A|kodathi,address,1,housing,,"Kodathi, Bengaluru","Kodathi, Bangalore East, Bengaluru","Kodathi, Bangalore East, Bengaluru",housing,20441763,
A|mahsum enclave 6 block koramangala south,address,1,housing,,"6 Block, Koramangala","Mahsum Enclave, 6 Block, Koramangala, South Bangalore, Bengaluru","Mahsum Enclave, 6 Block, Koramangala, South Bangalore, Bengaluru",housing,20442566,
A|hal 2nd stage indira nagar,address,1,housing,,"HAL 2nd Stage, Indira Nagar","HAL 2nd Stage, Indira Nagar, Bengaluru","HAL 2nd Stage, Indira Nagar, Bengaluru",housing,20445231,
A|njab06 tavarekere s g palya south,address,1,housing,,"Tavarekere, S.G. Palya","NJAB06, Tavarekere, S.G. Palya, South Bangalore, Bengaluru","NJAB06, Tavarekere, S.G. Palya, South Bangalore, Bengaluru",housing,20447054,
A|sector 3 hsr layout south,address,1,housing,,"Sector 3, HSR Layout","Sector 3, HSR Layout, South Bangalore, Bengaluru","Sector 3, HSR Layout, South Bangalore, Bengaluru",housing,20447566,
A|ekta homes belur nagasandra bellandur,address,1,housing,,"Belur Nagasandra, Bellandur","Ekta Homes, Belur Nagasandra, Bellandur, Bangalore East, Bengaluru","Ekta Homes, Belur Nagasandra, Bellandur, Bangalore East, Bengaluru",housing,20448054,
A|stage 2 nagarbhavi,address,1,housing,,"Stage 2, Nagarbhavi","Stage 2, Nagarbhavi, Bangalore West, Bengaluru","Stage 2, Nagarbhavi, Bangalore West, Bengaluru",housing,20449323,
A|cs residency pragathi layout mahadevapura,address,1,housing,,"Pragathi Layout, Mahadevapura","CS RESIDENCY, Pragathi Layout, Mahadevapura, Bangalore East, Bengaluru","CS RESIDENCY, Pragathi Layout, Mahadevapura, Bangalore East, Bengaluru",housing,20453237,
A|homzye property management solutions aecs layout brookefield,address,1,housing,,"AECS Layout, Brookefield","Homzye property management solutions, AECS Layout, Brookefield, Bangalore East, Bengaluru","Homzye property management solutions, AECS Layout, Brookefield, Bangalore East, Bengaluru",housing,20453498,
A|njob21 stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","NJOB21, Stage 1, BTM Layout, South Bangalore, Bengaluru","NJOB21, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20457746,
A|krishna murthi layout s g palya south,address,1,housing,,"Krishna Murthi Layout, S.G. Palya","Krishna Murthi Layout, S.G. Palya, South Bangalore, Bengaluru","Krishna Murthi Layout, S.G. Palya, South Bangalore, Bengaluru",housing,20457925,
A|pavilion sai sree layout parappana agrahara south,address,1,housing,,"Sai Sree Layout, Parappana Agrahara","Pavilion, Sai Sree Layout, Parappana Agrahara, South Bangalore, Bengaluru","Pavilion, Sai Sree Layout, Parappana Agrahara, South Bangalore, Bengaluru",housing,20458967,
A|rajajinagar central,address,1,housing,,"Rajajinagar, Bengaluru","Rajajinagar, Central Bangalore, Bengaluru","Rajajinagar, Central Bangalore, Bengaluru",housing,20460001,
A|sai homes phase 1 whitefield,address,1,housing,,"Phase 1, Whitefield","sai Homes, Phase 1, Whitefield, Bangalore East, Bengaluru","sai Homes, Phase 1, Whitefield, Bangalore East, Bengaluru",housing,20461074,
A|lakkasandra extension wilson garden central,address,1,housing,,"Lakkasandra Extension, Wilson Garden","Lakkasandra Extension, Wilson Garden, Central Bangalore, Bengaluru","Lakkasandra Extension, Wilson Garden, Central Bangalore, Bengaluru",housing,20464626,
A|on request chz villa east of ngef layout kasturi nagar,address,1,housing,,"East Of NGEF Layout, Kasturi Nagar","On request CHZ Villa, East Of NGEF Layout, Kasturi Nagar, Bangalore East, Bengaluru","On request CHZ Villa, East Of NGEF Layout, Kasturi Nagar, Bangalore East, Bengaluru",housing,20464971,
A|bhavani homes gandhi nagar munnekollal,address,1,housing,,"Gandhi Nagar, Munnekollal","Bhavani Homes, Gandhi Nagar, Munnekollal, Bangalore East, Bengaluru","Bhavani Homes, Gandhi Nagar, Munnekollal, Bangalore East, Bengaluru",housing,20469461,
A|divya sree republic of whitefield kundalahalli brookefield,address,1,housing,,"Kundalahalli, Brookefield","Divya Sree Republic Of Whitefield, Kundalahalli, Brookefield, Bangalore East, Bengaluru","Divya Sree Republic Of Whitefield, Kundalahalli, Brookefield, Bangalore East, Bengaluru",housing,20471747,
A|kaikondrahalli,address,1,housing,,"Kaikondrahalli, Bengaluru","Kaikondrahalli, Bangalore East, Bengaluru","Kaikondrahalli, Bangalore East, Bengaluru",housing,20472737,
A|prestige shantiniketan whitefield,address,1,housing,,"Whitefield, Bengaluru","Prestige Shantiniketan, Whitefield, Bangalore East, Bengaluru","Prestige Shantiniketan, Whitefield, Bangalore East, Bengaluru",housing,20484717,
A|helloworld veridian69 venugopal reddy layout arakere south,address,1,housing,,"Venugopal Reddy Layout, Arakere","HelloWorld Veridian69, Venugopal Reddy Layout, Arakere, South Bangalore, Bengaluru","HelloWorld Veridian69, Venugopal Reddy Layout, Arakere, South Bangalore, Bengaluru",housing,20484738,
A|skanda sky kaverappa layout kadubeesanahalli panathur main road panathur,address,1,housing,,"Kaverappa Layout, Kadubeesanahalli","Skanda Sky, Kaverappa Layout, Kadubeesanahalli, Panathur Main Road-Panathur, Bengaluru","Skanda Sky, Kaverappa Layout, Kadubeesanahalli, Panathur Main Road-Panathur, Bengaluru",housing,20485162,
A|rathnagiri residency stage 2 isro layout south,address,1,housing,,"Stage 2, ISRO Layout","Rathnagiri residency, Stage 2, ISRO Layout, South Bangalore, Bengaluru","Rathnagiri residency, Stage 2, ISRO Layout, South Bangalore, Bengaluru",housing,20486367,
A|elita promenade 7th phase jp nagar south,address,1,housing,,"7th Phase, JP Nagar","Elita Promenade, 7th Phase, JP Nagar, South Bangalore, Bengaluru","Elita Promenade, 7th Phase, JP Nagar, South Bangalore, Bengaluru",housing,20487294,
A|casa staya bts layout arakere south,address,1,housing,,"BTS Layout, Arakere","CASA STAYA, BTS Layout, Arakere, South Bangalore, Bengaluru","CASA STAYA, BTS Layout, Arakere, South Bangalore, Bengaluru",housing,20493417,
A|prestige parkview kadugodi industrial area,address,1,housing,,"Kadugodi Industrial Area, Bengaluru","Prestige Parkview, Kadugodi Industrial Area, Bangalore East, Bengaluru","Prestige Parkview, Kadugodi Industrial Area, Bangalore East, Bengaluru",housing,20495055,
A|seegehalli k r puram,address,1,housing,,"Seegehalli, K R Puram","Seegehalli, K R Puram, Bangalore East, Bengaluru","Seegehalli, K R Puram, Bangalore East, Bengaluru",housing,20496157,
A|felix stage 1 btm layout south,address,1,housing,,"Stage 1, BTM Layout","Felix, Stage 1, BTM Layout, South Bangalore, Bengaluru","Felix, Stage 1, BTM Layout, South Bangalore, Bengaluru",housing,20496349,
A|3rd block hbr layout north,address,1,housing,,"HBR Layout, Bengaluru","3rd Block, HBR Layout, North Bangalore, Bengaluru","3rd Block, HBR Layout, North Bangalore, Bengaluru",housing,20496475,
A|gopalan admirality court eshwara layout indira nagar old madras road,address,1,housing,,"Eshwara Layout, Indira Nagar","Gopalan Admirality Court, Eshwara Layout, Indira Nagar, Old Madras Road, Bengaluru","Gopalan Admirality Court, Eshwara Layout, Indira Nagar, Old Madras Road, Bengaluru",housing,20498138,
A|1113 8th main rd keb colony new gurappana palya 1st stage btm 1st stage 560029 btm layout,address,1,nobroker,,BTM Layout,"1113, 8th Main Rd, KEB Colony, New Gurappana Palya, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India, BTM Layout, bangalore","1113, 8th Main Rd, KEB Colony, New Gurappana Palya, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India, BTM Layout, bangalore",nobroker,8a9faf827b5dde51017b5e2064001c3d,
A|sarjapur rd near academy of pastry culinary arts school for baking culinary arts jakkasandra,address,1,nobroker,,Jakkasandra,"Sarjapur Rd near Academy of Pastry & Culinary Arts, Bangalore - School For Baking & Culinary Arts, Jakkasandra, bangalore","Sarjapur Rd near Academy of Pastry & Culinary Arts, Bangalore - School For Baking & Culinary Arts, Jakkasandra, bangalore",nobroker,ff8081816aa26aa0016aa566083b6ba6,
A|standalone building 8th block near regional passport office koramangala,address,1,nobroker,,Koramangala,"Standalone building, 8th Block near Regional Passport Office, Koramangala, bangalore","Standalone building, 8th Block near Regional Passport Office, Koramangala, bangalore",nobroker,8a9ff58287a722b40187a797cdd247df,
A|independent house hsr layout sector 7 near star market hsr layout,address,1,nobroker,,HSR LAYOUT,"Independent House, hsr layout sector 7 near star market, HSR LAYOUT, bangalore","Independent House, hsr layout sector 7 near star market, HSR LAYOUT, bangalore",nobroker,8a9f87438f4bdbd4018f4c3d03e5214b,
A|independent house near shas bakery and vivek wash tech rajiv gandhi nagar hsr layout 7th sector near new padmavathi royal homes ladies pg bommanahalli,address,1,nobroker,,Bommanahalli,"Independent House, Near Shas Bakery and Vivek wash Tech, Rajiv Gandhi Nagar HSR layout 7th Sector near New Padmavathi Royal Homes Ladies PG, Bommanahalli, bangalore","Independent House, Near Shas Bakery and Vivek wash Tech, Rajiv Gandhi Nagar HSR layout 7th Sector near New Padmavathi Royal Homes Ladies PG, Bommanahalli, bangalore",nobroker,8aa98b2d9e8ae57f019e8c486fec7308,
A|standalone building outer ring rd near bank marathahalli branch marathahalli,address,1,nobroker,,Marathahalli,"Standalone Building, Outer Ring Rd NEAR Karnataka Bank - Marathahalli Branch, Marathahalli, bangalore","Standalone Building, Outer Ring Rd NEAR Karnataka Bank - Marathahalli Branch, Marathahalli, bangalore",nobroker,8aa9a52c9ec50c49019ec67c37f33cd6,
A|independent house opposite to shell petrol bunkss layout rg halli farm road blore 66,address,1,nobroker,,Bengaluru,"Independent House, OPPOSITE TO SHELL PETROL BUNKSS LAYOUT, RG HALLI, FARM.ROAD, BLORE 66 , Bengaluru, bangalore","Independent House, OPPOSITE TO SHELL PETROL BUNKSS LAYOUT, RG HALLI, FARM.ROAD, BLORE 66 , Bengaluru, bangalore",nobroker,8a9ff282860350a001860364a0300bf3,
A|sathya sai layout near gold s gym whitefield whitefield,address,1,nobroker,,Whitefield,"Sathya Sai Layout near Gold's Gym Whitefield, Whitefield, bangalore","Sathya Sai Layout near Gold's Gym Whitefield, Whitefield, bangalore",nobroker,8a9f8c839395a21b019395b6e18b088e,
A|immadihalli near bbmp office whitefield,address,1,nobroker,Flat,Whitefield,"Immadihalli , Near BBMP Office, Whitefield, bangalore","Immadihalli , Near BBMP Office, Whitefield, bangalore",nobroker,ff8081816aca1d96016aca71b4033ba3,
A|hagadur main rd near immadihalli govt school whitefield,address,1,nobroker,Shr,Whitefield,"Hagadur Main Rd Near Immadihalli Govt School , Whitefield, bangalore","Hagadur Main Rd Near Immadihalli Govt School , Whitefield, bangalore",nobroker,8a9f8c6e71c9784f0171c9f66a791aeb,
A|independent house near sri devi bakery horeb koodarum church,address,1,nobroker,,HOREB KOODARUM CHURCH,"Independent House, near Sri Devi bakery , HOREB KOODARUM CHURCH, bangalore","Independent House, near Sri Devi bakery , HOREB KOODARUM CHURCH, bangalore",nobroker,8a9f9b8e95037583019503ad21e71466,
A|nallurhalli circle borewell rd beside ambedkar statue nallurhalli whitefield whitefield,address,1,nobroker,Apartment,Whitefield,"Nallurhalli circle, Borewell Rd, beside Ambedkar statue, Nallurhalli, Whitefield, Bengaluru, Whitefield, bangalore","Nallurhalli circle, Borewell Rd, beside Ambedkar statue, Nallurhalli, Whitefield, Bengaluru, Whitefield, bangalore",nobroker,8a9f92c390ef24460190ef630afa1b02,
A|2nd cross rd behind sujana apartment ii near my little steps play school in electronic city electronic city,address,1,nobroker,,Electronic City,"2nd Cross Rd, behind Sujana Apartment II, near My Little Steps play school in electronic city Bangalore, Electronic City, bangalore","2nd Cross Rd, behind Sujana Apartment II, near My Little Steps play school in electronic city Bangalore, Electronic City, bangalore",nobroker,8a9fb28599f1018a0199f154ac7f1a28,
A|standalone building electronics phase 1 electronic city near moon mist apartments electronics phase 1 electronic city,address,1,nobroker,,Electronics Phase 1 Electronic City,"Standalone building, Electronics Phase 1 Electronic City near Moon Mist Apartments, Electronics Phase 1 Electronic City, bangalore","Standalone building, Electronics Phase 1 Electronic City near Moon Mist Apartments, Electronics Phase 1 Electronic City, bangalore",nobroker,8a9fa88376b70afe0176b7b456a736d8,
A|gurkul brahmagari ashrama kamasandra,address,1,nobroker,Sb,Kamasandra,"gurkul brahmagari ashrama, Kamasandra, bangalore","gurkul brahmagari ashrama, Kamasandra, bangalore",nobroker,8aa9a8b19eab4ea4019eac40697a66bc,
A|standalone building neeladri nagar near aditya co live pg electronic city,address,1,nobroker,,Electronic City,"Standalone building, Neeladri Nagar near Aditya co-live PG, Electronic City, bangalore","Standalone building, Neeladri Nagar near Aditya co-live PG, Electronic City, bangalore",nobroker,8a9fa8839a0fe234019a10059c130c08,
A|standalone building neeladri nagar near shri shirdi saibaba temple electronic city,address,1,nobroker,,Electronic City,"standalone building, Neeladri Nagar, near Shri Shirdi Saibaba Temple, Electronic City, bangalore","standalone building, Neeladri Nagar, near Shri Shirdi Saibaba Temple, Electronic City, bangalore",nobroker,8a9fac98972609950197260d3d930044,
A|standalone building doddanagamangala rd near panchabaksha restaurant doddanagamangala,address,1,nobroker,,Doddanagamangala,"standalone building, Doddanagamangala Rd near Panchabaksha Restaurant, Doddanagamangala , bangalore","standalone building, Doddanagamangala Rd near Panchabaksha Restaurant, Doddanagamangala , bangalore",nobroker,8aa9b7719eaa7107019eaae08d4a2cbc,
A|standalone building indra nagar electronic city phase i electronic city near corporation bank electronic city branch doddathoguru,address,1,nobroker,,Doddathoguru,"standalone building, Indra Nagar, Electronic City Phase I, Electronic City near Corporation Bank Electronic city branch, Doddathoguru, bangalore","standalone building, Indra Nagar, Electronic City Phase I, Electronic City near Corporation Bank Electronic city branch, Doddathoguru, bangalore",nobroker,8aa9abd69e90b106019e90c7573c04a4,
A|silicon town near harsha homemade fast food doddanagamangala village,address,1,nobroker,,Doddanagamangala Village,"silicon town near Harsha homemade Fast food, Doddanagamangala Village, bangalore","silicon town near Harsha homemade Fast food, Doddanagamangala Village, bangalore",nobroker,8aa9bb1f9b59af17019b5a0290e42032,
A|doddhathoguru near apollo pharmacy electronic city,address,1,nobroker,Apartment,electronic city,"doddhathoguru near apollo pharmacy , electronic city , bangalore","doddhathoguru near apollo pharmacy , electronic city , bangalore",nobroker,8aa998b79e6ca461019e6cd1d8f60da2,
A|independent house kammassandra near to srivanth green view ii apartments electronic city,address,1,nobroker,,Electronic City,"Independent House, Kammassandra Near to Srivanth Green View II Apartments, Electronic City, bangalore","Independent House, Kammassandra Near to Srivanth Green View II Apartments, Electronic City, bangalore",nobroker,8a9fad8798e012bc0198e0646d1921f0,
A|phase 1 near wipro electronic city,address,1,nobroker,,Electronic City,"Phase 1, near wipro, Electronic City, bangalore","Phase 1, near wipro, Electronic City, bangalore",nobroker,8a9fd883831b44cc01831b4b7019009a,
A|independent house neeladri nagar near zolo chronicle best paying guest in electronic city phase 1 electronics city phase 1,address,1,nobroker,,"Electronics City Phase 1,","Independent House, Neeladri Nagar, near Zolo Chronicle - Best Paying Guest in Electronic City Phase 1, Electronics City Phase 1,, bangalore","Independent House, Neeladri Nagar, near Zolo Chronicle - Best Paying Guest in Electronic City Phase 1, Electronics City Phase 1,, bangalore",nobroker,8a9f9e038ea9089f018ea9134c17036a,
A|doddathoguru near cure multispeciality hospital electronic city,address,1,nobroker,,Electronic City,"Doddathoguru,near Cure Multispeciality Hospital, Electronic City, bangalore","Doddathoguru,near Cure Multispeciality Hospital, Electronic City, bangalore",nobroker,8aa9a4a79e446b23019e45a679381f96,
